,Customer_ID,Age,Total_Purchase_Amount,Order_Count,Rating,Avg_Loyalty_Score,Discount_Applied,Payment_Method,Customer_Lifetime_Value,Cluster
33,10190,35,435.4787422,1,5.0,0.5802499999999999,0.0,Credit Card,435.4787422,1
34,10197,62,315.6337003,1,1.0,0.47975,0.0,Credit Card,315.6337003,1
35,10202,32,161.9721383,1,2.0,0.3165,0.0,Bank Transfer,161.9721383,2
36,10206,43,121.1813759,1,5.0,0.28625,0.0,Cash,121.1813759,2
37,10207,51,340.60239175,2,2.5,0.7382500000000001,0.0,Bank Transfer,340.60239175,0
38,10213,56,430.594467,1,5.0,0.5765,0.0,Cash,430.594467,1
39,10224,40,388.0577641,1,3.0,0.5345,0.0,Cash,388.0577641,1
40,10225,29,257.54550919999997,1,1.0,0.409625,0.0,PayPal,257.54550919999997,1
41,10232,21,242.1661331,1,5.0,0.37825,0.0,Cash,242.1661331,2
42,10235,61,440.5618161,1,4.0,0.5880000000000001,0.0,Cash,440.5618161,1
43,10249,42,114.8275536,1,3.0,0.28,0.0,Cash,114.8275536,2
44,10255,27,233.3105489,1,1.0,0.37275,0.0,Credit Card,233.3105489,2
45,10260,38,91.28018308,1,2.0,0.264,0.0,Credit Card,91.28018308,2
46,10262,33,455.0466918,1,2.0,0.60425,0.0,PayPal,455.0466918,1
47,10269,27,240.422003,1,1.0,0.3765,0.0,Bank Transfer,240.422003,2
48,10271,38,299.224149,1,2.0,0.46575,0.0,Cash,299.224149,1
49,10277,35,407.9973739,1,3.0,0.5535,0.0,Credit Card,407.9973739,1
50,10281,31,468.6180253,1,1.0,0.6174999999999999,0.0,PayPal,468.6180253,1
51,10294,29,257.54550919999997,1,4.0,0.409625,0.0,Cash,257.54550919999997,1
52,10301,57,134.5667362,1,2.0,0.29775,0.0,Credit Card,134.5667362,2
53,10302,45,344.92384385,2,2.0,0.7437499999999999,0.0,Credit Card,344.92384385,0
54,10306,42,104.3396586,1,3.0,0.27325,0.0,Credit Card,104.3396586,2
55,10317,26,257.54550919999997,1,3.0,0.409625,0.0,Cash,257.54550919999997,1
56,10329,20,23.5395981,1,2.0,0.21450000000000002,0.0,PayPal,23.5395981,2
57,10338,36,287.2508165,1,4.0,0.457,0.0,Cash,287.2508165,1
58,10341,69,22.18918219,1,3.0,0.21300000000000002,0.0,Bank Transfer,22.18918219,2
59,10345,63,259.5516054,1,5.0,0.43225,0.0,Credit Card,259.5516054,1
60,10352,30,359.886622,1,3.0,0.51475,0.0,Bank Transfer,359.886622,1
61,10362,19,317.5732027,1,3.0,0.48200000000000004,0.0,Credit Card,317.5732027,1
62,10364,19,296.7579614,1,3.0,0.463,0.0,PayPal,296.7579614,1
63,10374,33,15.0132464755,1,3.0,0.20525000000000002,0.0,PayPal,15.0132464755,2
64,10384,69,17.52946286,1,5.0,0.20900000000000002,0.0,Bank Transfer,17.52946286,2
65,10390,36,64.16526856,1,5.0,0.24475000000000002,0.0,Credit Card,64.16526856,2
66,10391,43,257.54550919999997,1,4.0,0.409625,0.0,PayPal,257.54550919999997,1
67,10395,49,390.616453,1,3.0,0.53775,0.0,PayPal,390.616453,1
68,10404,30,218.9574648,1,3.0,0.35850000000000004,0.0,Bank Transfer,218.9574648,2
69,10406,46,127.4088177,1,2.0,0.29125,0.0,PayPal,127.4088177,2
70,10412,54,485.9357556,1,5.0,0.6335,0.0,Cash,485.9357556,1
71,10417,64,223.3408041,1,4.0,0.36450000000000005,0.0,PayPal,223.3408041,2
72,10419,57,389.9047194,1,1.0,0.5365,0.0,Credit Card,389.9047194,1
73,10454,51,257.54550919999997,1,2.0,0.409625,0.0,PayPal,257.54550919999997,1
74,10458,55,321.659774,1,3.0,0.4845,0.0,Credit Card,321.659774,1
75,10466,23,298.3324426,1,4.0,0.464,0.0,PayPal,298.3324426,1
76,10481,57,106.8587591,1,5.0,0.276,0.0,Cash,106.8587591,2
77,10482,60,171.2769857,1,5.0,0.32275,0.0,PayPal,171.2769857,2
78,10488,61,254.6136367,1,5.0,0.388,0.0,PayPal,254.6136367,2
79,10502,20,76.75448926,1,1.0,0.25525000000000003,0.0,Credit Card,76.75448926,2
80,10504,43,455.3548458,1,2.0,0.6045,0.0,Credit Card,455.3548458,1
81,10512,58,129.9468643,1,2.0,0.29375,0.0,Bank Transfer,129.9468643,2
82,10514,69,67.55641567,1,3.0,0.2475,0.0,Bank Transfer,67.55641567,2
83,10523,68,193.732629,1,2.0,0.3405,0.0,Cash,193.732629,2
84,10525,45,35.57067832,1,3.0,0.22525,0.0,Credit Card,35.57067832,2
85,10526,33,360.6814753,1,5.0,0.51525,0.0,Cash,360.6814753,1
86,10529,50,64.7821819,1,1.0,0.24575000000000002,0.0,Cash,64.7821819,2
87,10536,49,222.4750676,1,2.0,0.36275,0.0,PayPal,222.4750676,2
88,10537,65,284.0579173,1,5.0,0.45425,0.0,Credit Card,284.0579173,1
89,10539,45,281.9590769,1,5.0,0.45175,0.0,Credit Card,281.9590769,1
90,10545,48,347.1121705,1,1.0,0.5035000000000001,0.0,Cash,347.1121705,1
91,10552,29,237.4905459,1,1.0,0.37450000000000006,0.0,PayPal,237.4905459,2
92,10556,45,44.04519259,1,3.0,0.23025,0.0,Bank Transfer,44.04519259,2
93,10559,27,15.0132464755,1,2.0,0.20525000000000002,0.0,Cash,15.0132464755,2
94,10569,48,257.54550919999997,1,1.0,0.409625,0.0,PayPal,257.54550919999997,1
95,10571,50,278.6198487,1,4.0,0.44975,0.0,PayPal,278.6198487,1
96,10574,42,479.4143953,2,2.0,0.8707499999999999,0.0,PayPal,479.4143953,0
97,10575,18,493.594039914,1,1.0,0.644,0.0,Bank Transfer,493.594039914,1
98,10580,18,125.3809943,1,5.0,0.2895,0.0,PayPal,125.3809943,2
99,10583,25,59.08296986,1,1.0,0.24050000000000002,0.0,PayPal,59.08296986,2
100,10600,55,257.54550919999997,1,2.0,0.409625,0.0,Cash,257.54550919999997,1
101,10606,46,257.54550919999997,1,3.0,0.409625,0.0,Credit Card,257.54550919999997,1
102,10614,69,459.5871163,1,4.0,0.6080000000000001,0.0,Credit Card,459.5871163,1
103,10619,41,161.681053,1,2.0,0.31525000000000003,0.0,PayPal,161.681053,2
104,10629,58,99.61794844,1,2.0,0.27175000000000005,0.0,Cash,99.61794844,2
105,10630,30,257.54550919999997,1,5.0,0.409625,0.0,Credit Card,257.54550919999997,1
106,10634,26,257.54550919999997,1,2.0,0.409625,0.0,Credit Card,257.54550919999997,1
107,10635,66,257.54550919999997,1,2.0,0.409625,0.0,PayPal,257.54550919999997,1
108,10638,34,379.2169115,1,4.0,0.5255000000000001,0.0,PayPal,379.2169115,1
109,10645,27,257.54550919999997,1,5.0,0.409625,0.0,Cash,257.54550919999997,1
110,10659,46,62.98044271,1,1.0,0.24350000000000002,0.0,Cash,62.98044271,2
111,10661,63,526.2624249,2,3.0,0.8925000000000001,0.0,Cash,526.2624249,0
112,10663,62,417.3941447,1,2.0,0.5615,0.0,Cash,417.3941447,1
113,10666,50,328.9306304,1,2.0,0.48925,0.0,PayPal,328.9306304,1
114,10667,56,491.2018652,1,3.0,0.64,0.0,Bank Transfer,491.2018652,1
115,10671,46,428.7577057,1,2.0,0.57425,0.0,Cash,428.7577057,1
116,10686,23,59.11184576,1,2.0,0.24075000000000002,0.0,Cash,59.11184576,2
117,10688,21,347.205474,1,2.0,0.50375,0.0,Credit Card,347.205474,1
118,10698,21,610.7270418,2,4.0,0.90525,0.0,Bank Transfer,610.7270418,0
119,10699,57,105.1348213,1,2.0,0.27475,0.0,Credit Card,105.1348213,2
120,10703,38,361.9366175,1,4.0,0.5165,0.0,PayPal,361.9366175,1
121,10707,42,204.0519297,1,2.0,0.34625,0.0,Bank Transfer,204.0519297,2
122,10716,25,297.9052684,1,3.0,0.46325,0.0,Credit Card,297.9052684,1
123,10717,54,278.3925556,1,1.0,0.44925000000000004,0.0,Bank Transfer,278.3925556,1
124,10726,28,217.6096445,1,3.0,0.35750000000000004,0.0,Bank Transfer,217.6096445,2
125,10728,64,222.24692997,2,1.5,0.604,0.0,Credit Card,222.24692997,0
126,10760,43,22.55980244,1,2.0,0.21400000000000002,0.0,PayPal,22.55980244,2
127,10768,59,169.1277984,1,4.0,0.321,0.0,Credit Card,169.1277984,2
128,10769,39,539.4992905,2,3.5,0.8945000000000001,0.0,Cash,539.4992905,0
129,10770,19,157.4692806,1,3.0,0.31225,0.0,Credit Card,157.4692806,2
130,10775,59,412.3517912,1,1.0,0.558,0.0,Bank Transfer,412.3517912,1
131,10778,26,156.4135014,1,4.0,0.3115,0.0,Credit Card,156.4135014,2
132,10784,66,394.7494053,1,5.0,0.5405,0.0,Bank Transfer,394.7494053,1
133,10791,26,26.36267038,1,3.0,0.21675000000000003,0.0,Cash,26.36267038,2
134,10793,65,257.54550919999997,1,3.0,0.409625,0.0,PayPal,257.54550919999997,1
135,10804,20,206.7073391,1,3.0,0.34925,0.0,Credit Card,206.7073391,2
136,10806,34,258.8142516,1,1.0,0.43100000000000005,0.0,Bank Transfer,258.8142516,1
137,10814,52,174.0243306,1,3.0,0.32525000000000004,0.0,Cash,174.0243306,2
138,10822,60,121.3030535,1,3.0,0.28650000000000003,0.0,Credit Card,121.3030535,2
139,10823,30,257.54550919999997,1,2.0,0.409625,0.0,Bank Transfer,257.54550919999997,1
140,10824,21,18.67517809,1,4.0,0.20975000000000002,0.0,Cash,18.67517809,2
141,10825,26,259.8460746,1,4.0,0.43275,0.0,Bank Transfer,259.8460746,1
142,10827,66,270.243617,1,3.0,0.441,0.0,Credit Card,270.243617,1
143,10830,31,290.3289103,1,4.0,0.45925,0.0,Credit Card,290.3289103,1
144,10832,63,25.08541874,1,1.0,0.21575000000000003,0.0,PayPal,25.08541874,2
145,10846,67,38.4855576,1,1.0,0.2275,0.0,Bank Transfer,38.4855576,2
146,10851,43,295.4513802,1,2.0,0.4625,0.0,Bank Transfer,295.4513802,1
147,10853,38,255.360104,1,2.0,0.38825,0.0,PayPal,255.360104,2
148,10854,43,15.76489624,1,1.0,0.20850000000000002,0.0,Bank Transfer,15.76489624,2
149,10860,33,144.3267219,1,5.0,0.3035,0.0,Cash,144.3267219,2
150,10863,39,94.3289278,1,5.0,0.26775000000000004,0.0,Credit Card,94.3289278,2
151,10876,51,441.89544689999997,2,4.0,0.8315,0.0,Bank Transfer,441.89544689999997,0
152,10878,36,445.4596752,1,3.0,0.59275,0.0,Cash,445.4596752,1
153,10891,43,270.6661499,1,1.0,0.44125000000000003,0.0,Cash,270.6661499,1
154,10892,47,114.0616211,1,2.0,0.27975,0.0,Cash,114.0616211,2
155,10894,63,429.5711502,1,4.0,0.5755,0.0,Cash,429.5711502,1
156,10899,60,493.594039914,1,3.0,0.644,0.0,Credit Card,493.594039914,1
157,10917,36,257.54550919999997,1,3.0,0.409625,0.0,Credit Card,257.54550919999997,1
158,10918,39,59.11362031,1,2.0,0.24100000000000002,0.0,Credit Card,59.11362031,2
159,10920,46,229.55943533,2,2.0,0.6114999999999999,0.0,Bank Transfer,229.55943533,0
160,10922,39,462.8324951,1,2.0,0.61075,0.0,Cash,462.8324951,1
161,10924,43,123.2335718,1,3.0,0.28825,0.0,Credit Card,123.2335718,2
162,10928,43,388.1846796,1,1.0,0.535,0.0,Credit Card,388.1846796,1
163,10933,57,404.7620934,1,1.0,0.5495,0.0,Credit Card,404.7620934,1
164,10936,36,95.39655247,1,5.0,0.26875000000000004,0.0,Credit Card,95.39655247,2
165,10943,34,200.9167485,1,3.0,0.34450000000000003,0.0,Bank Transfer,200.9167485,2
166,10950,18,257.54550919999997,1,3.0,0.409625,0.0,Cash,257.54550919999997,1
167,10951,48,308.65751,1,5.0,0.47275,0.0,PayPal,308.65751,1
168,10953,19,420.6980087,1,1.0,0.56575,0.0,Cash,420.6980087,1
169,10954,54,283.2447727,1,2.0,0.45375,0.0,Cash,283.2447727,1
170,10955,45,129.591091,1,2.0,0.2935,0.0,Bank Transfer,129.591091,2
171,10956,18,923.2694092,3,3.3333333333333335,0.988,0.0,Credit Card,923.2694092,0
172,10959,28,44.96983681,1,4.0,0.23125,0.0,PayPal,44.96983681,2
173,10963,64,350.2343856,1,3.0,0.5062500000000001,0.0,Bank Transfer,350.2343856,1
174,10966,33,257.54550919999997,1,5.0,0.409625,0.0,Credit Card,257.54550919999997,1
175,10968,60,410.7781668,1,3.0,0.5555,0.0,Cash,410.7781668,1
176,10974,39,207.3388612,1,4.0,0.34975,0.0,Bank Transfer,207.3388612,2
177,10980,43,447.6857121,1,5.0,0.59575,0.0,Cash,447.6857121,1
178,10984,43,447.99427619999994,2,2.0,0.83775,0.0,Cash,447.99427619999994,0
179,10986,47,414.5482495,1,5.0,0.5589999999999999,0.0,Credit Card,414.5482495,1
180,10987,45,419.9882531,1,4.0,0.565,0.0,Credit Card,419.9882531,1
181,10988,52,262.3401072,1,2.0,0.4355,0.0,Cash,262.3401072,1
182,10995,43,25.60981364,1,2.0,0.21600000000000003,0.0,Credit Card,25.60981364,2
183,11000,50,343.7745497,1,3.0,0.501,0.0,Cash,343.7745497,1
184,11007,31,245.8253138,1,2.0,0.38175000000000003,0.0,Cash,245.8253138,2
185,11015,58,390.3144134,1,5.0,0.537,0.0,Bank Transfer,390.3144134,1
186,11016,41,204.820016,1,2.0,0.34650000000000003,0.0,PayPal,204.820016,2
187,11021,51,315.7333316,1,3.0,0.48000000000000004,0.0,Bank Transfer,315.7333316,1
188,11028,60,438.6039723,1,3.0,0.5855,0.0,PayPal,438.6039723,1
189,11040,62,412.6068326,1,3.0,0.55825,0.0,Cash,412.6068326,1
190,11045,49,395.2295079,1,5.0,0.5415000000000001,0.0,Credit Card,395.2295079,1
191,11050,61,41.94447307,1,3.0,0.22875,0.0,PayPal,41.94447307,2
192,11058,45,30.65370431,1,1.0,0.22075,0.0,Bank Transfer,30.65370431,2
193,11059,58,454.1135634,1,4.0,0.603,0.0,Credit Card,454.1135634,1
194,11060,23,390.6615602,1,3.0,0.538,0.0,Bank Transfer,390.6615602,1
195,11062,56,622.4773594999999,2,5.0,0.90725,0.0,Bank Transfer,622.4773594999999,0
196,11063,43,112.3555574,1,4.0,0.2795,0.0,Cash,112.3555574,2
197,11065,46,341.2674425,1,3.0,0.49725,0.0,Credit Card,341.2674425,1
198,11066,43,244.7299556,1,3.0,0.381,0.0,Bank Transfer,244.7299556,2
199,11069,43,261.4040172,1,3.0,0.43475,0.0,Bank Transfer,261.4040172,1
200,11072,67,257.54550919999997,1,1.0,0.409625,0.0,Credit Card,257.54550919999997,1
201,11077,34,399.1397273,1,2.0,0.54575,0.0,Credit Card,399.1397273,1
202,11081,43,257.54550919999997,1,1.0,0.409625,0.0,Cash,257.54550919999997,1
203,11098,69,394.3763556,1,2.0,0.54025,0.0,Credit Card,394.3763556,1
204,11100,64,487.3788375,1,4.0,0.6352500000000001,0.0,Bank Transfer,487.3788375,1
205,11120,64,350.8637057,1,3.0,0.50725,0.0,Credit Card,350.8637057,1
206,11122,37,299.2465452,1,4.0,0.466,0.0,Credit Card,299.2465452,1
207,11125,23,427.0350223,1,2.0,0.571,0.0,Bank Transfer,427.0350223,1
208,11136,43,356.992194,1,3.0,0.5115000000000001,0.0,Credit Card,356.992194,1
209,11148,21,382.1852986,1,2.0,0.53,0.0,Bank Transfer,382.1852986,1
210,11150,40,34.50922224,1,2.0,0.2245,0.0,PayPal,34.50922224,2
211,11154,33,134.0902279,1,5.0,0.29675,0.0,Credit Card,134.0902279,2
212,11165,49,194.0958446,1,3.0,0.34125000000000005,0.0,PayPal,194.0958446,2
213,11167,27,376.6762126,1,2.0,0.52275,0.0,Credit Card,376.6762126,1
214,11177,39,287.1265195,1,5.0,0.45675,0.0,Bank Transfer,287.1265195,1
215,11184,29,346.63983317,2,4.5,0.74475,0.0,PayPal,346.63983317,0
216,11191,49,257.54550919999997,1,2.0,0.409625,0.0,Credit Card,257.54550919999997,1
217,11198,41,20.21416751,1,4.0,0.21125000000000002,0.0,Credit Card,20.21416751,2
218,11202,48,17.58640498,1,2.0,0.20925000000000002,0.0,Credit Card,17.58640498,2
219,11205,53,364.0060421,1,5.0,0.51725,0.0,Credit Card,364.0060421,1
220,11214,44,115.361059,1,5.0,0.28125,0.0,Bank Transfer,115.361059,2
221,11218,24,557.7589147,2,2.5,0.89925,0.0,PayPal,557.7589147,0
222,11229,48,271.2683255,1,3.0,0.44275,0.0,Cash,271.2683255,1
223,11239,63,16.02242397,1,2.0,0.20875000000000002,0.0,PayPal,16.02242397,2
224,11240,43,43.28384007,1,3.0,0.22975,0.0,PayPal,43.28384007,2
225,11241,25,126.7485825,1,3.0,0.29075,0.0,Bank Transfer,126.7485825,2
226,11248,56,30.58282604,1,1.0,0.22025,0.0,Credit Card,30.58282604,2
227,11249,35,425.3295734,1,2.0,0.56925,0.0,Bank Transfer,425.3295734,1
228,11252,35,407.02148127550004,2,2.5,0.79325,0.0,Bank Transfer,407.02148127550004,0
229,11256,21,44.8912916,1,5.0,0.231,0.0,PayPal,44.8912916,2
230,11265,40,286.7582627,1,5.0,0.456,0.0,Cash,286.7582627,1
231,11266,43,133.8439077,1,5.0,0.29625,0.0,PayPal,133.8439077,2
232,11267,62,92.13456628,1,2.0,0.2655,0.0,Cash,92.13456628,2
233,11274,36,461.8443495,1,2.0,0.61,0.0,Bank Transfer,461.8443495,1
234,11276,36,52.04727814,1,2.0,0.23500000000000001,0.0,Bank Transfer,52.04727814,2
235,11279,26,257.54550919999997,1,4.0,0.409625,0.0,Bank Transfer,257.54550919999997,1
236,11286,62,59.01551882,1,2.0,0.24000000000000002,0.0,Cash,59.01551882,2
237,11290,42,257.54550919999997,1,3.0,0.409625,0.0,PayPal,257.54550919999997,1
238,11291,43,395.7896604,1,5.0,0.5425,0.0,PayPal,395.7896604,1
239,11296,18,257.54550919999997,1,3.0,0.409625,0.0,Cash,257.54550919999997,1
240,11300,54,145.0860895,1,4.0,0.30525,0.0,PayPal,145.0860895,2
241,11301,45,257.54550919999997,1,5.0,0.409625,0.0,Cash,257.54550919999997,1
242,11304,40,257.54550919999997,1,4.0,0.409625,0.0,Cash,257.54550919999997,1
243,11306,39,104.9320772,1,3.0,0.27425,0.0,Credit Card,104.9320772,2
244,11308,39,79.35893698,1,1.0,0.2575,0.0,Bank Transfer,79.35893698,2
245,11312,43,257.54550919999997,1,4.0,0.409625,0.0,PayPal,257.54550919999997,1
246,11316,42,469.9085405,1,5.0,0.6194999999999999,0.0,Bank Transfer,469.9085405,1
247,11324,59,446.8123978,1,1.0,0.5952500000000001,0.0,PayPal,446.8123978,1
248,11331,26,57.50618239,1,1.0,0.23900000000000002,0.0,Bank Transfer,57.50618239,2
249,11333,65,474.1693183,1,1.0,0.6232500000000001,0.0,Credit Card,474.1693183,1
250,11341,63,367.5885923,1,2.0,0.52,0.0,PayPal,367.5885923,1
251,11342,42,257.54550919999997,1,4.0,0.409625,0.0,Cash,257.54550919999997,1
252,11343,50,161.5417506,1,4.0,0.315,0.0,Bank Transfer,161.5417506,2
253,11353,43,191.6482219,1,3.0,0.33825000000000005,0.0,Credit Card,191.6482219,2
254,11365,67,304.30633276,2,3.5,0.71075,0.0,Bank Transfer,304.30633276,0
255,11367,35,244.1598798,1,5.0,0.38075000000000003,0.0,PayPal,244.1598798,2
256,11380,45,115.5861716,1,3.0,0.28175,0.0,PayPal,115.5861716,2
257,11386,28,65.74360662,1,1.0,0.246,0.0,Bank Transfer,65.74360662,2
258,11387,50,354.2872821,1,1.0,0.509,0.0,Bank Transfer,354.2872821,1
259,11388,43,257.54550919999997,1,3.0,0.409625,0.0,Bank Transfer,257.54550919999997,1
260,11389,59,635.0586662000001,2,3.5,0.911,0.0,Credit Card,635.0586662000001,0
261,11390,26,257.54550919999997,1,4.0,0.409625,0.0,Credit Card,257.54550919999997,1
262,11394,43,421.1695855,1,5.0,0.5660000000000001,0.0,Cash,421.1695855,1
263,11409,30,736.209069,2,3.5,0.9285,0.0,Credit Card,736.209069,0
264,11435,49,473.0747712,1,5.0,0.62225,0.0,Credit Card,473.0747712,1
265,11440,33,413.2838713,1,2.0,0.5585,0.0,Bank Transfer,413.2838713,1
266,11460,32,628.3110487,2,3.0,0.9095,0.0,Credit Card,628.3110487,0
267,11466,55,401.128379,1,4.0,0.5475,0.0,Bank Transfer,401.128379,1
268,11481,60,257.54550919999997,1,5.0,0.409625,0.0,Bank Transfer,257.54550919999997,1
269,11484,18,124.7552686,1,3.0,0.28925,0.0,Bank Transfer,124.7552686,2
270,11495,30,114.8634855,1,4.0,0.28025,0.0,Cash,114.8634855,2
271,11500,69,257.54550919999997,1,2.0,0.409625,0.0,PayPal,257.54550919999997,1
272,11521,53,381.6433162,1,4.0,0.5297499999999999,0.0,Cash,381.6433162,1
273,11524,60,21.32235787,1,3.0,0.21250000000000002,0.0,Bank Transfer,21.32235787,2
274,11525,69,118.3985419,1,4.0,0.28375,0.0,PayPal,118.3985419,2
275,11528,34,138.811544,1,4.0,0.30000000000000004,0.0,Credit Card,138.811544,2
276,11531,38,310.0235461,2,2.5,0.717,0.0,Bank Transfer,310.0235461,0
277,11540,63,257.54550919999997,1,3.0,0.409625,0.0,Bank Transfer,257.54550919999997,1
278,11542,45,267.0973219,1,4.0,0.4385,0.0,Cash,267.0973219,1
279,11555,59,42.15771771,1,5.0,0.229,0.0,PayPal,42.15771771,2
280,11560,52,350.7495028,1,4.0,0.507,0.0,Bank Transfer,350.7495028,1
281,11571,29,424.2554088,1,5.0,0.5685,0.0,PayPal,424.2554088,1
282,11581,43,259.4116883,1,3.0,0.4315,0.0,Cash,259.4116883,1
283,11585,27,304.3624895,1,4.0,0.46950000000000003,0.0,Bank Transfer,304.3624895,1
284,11591,27,177.0490405,1,5.0,0.32775,0.0,PayPal,177.0490405,2
285,11604,65,300.1731884,1,1.0,0.46675,0.0,Credit Card,300.1731884,1
286,11605,26,22.43202914,1,3.0,0.21375000000000002,0.0,Cash,22.43202914,2
287,11607,39,485.2121848,1,5.0,0.63275,0.0,Cash,485.2121848,1
288,11619,32,130.8425371,1,5.0,0.2945,0.0,Credit Card,130.8425371,2
289,11622,31,170.9694366,1,5.0,0.322,0.0,Credit Card,170.9694366,2
290,11625,65,257.54550919999997,1,3.0,0.409625,0.0,PayPal,257.54550919999997,1
291,11633,67,439.8059012,1,3.0,0.58725,0.0,Bank Transfer,439.8059012,1
292,11636,31,133.9267847,1,2.0,0.2965,0.0,PayPal,133.9267847,2
293,11639,33,237.7867558,1,3.0,0.375,0.0,Credit Card,237.7867558,2
294,11640,49,222.2072903,1,3.0,0.36175,0.0,PayPal,222.2072903,2
295,11645,21,257.54550919999997,1,1.0,0.409625,0.0,Cash,257.54550919999997,1
296,11646,21,769.9739345,2,2.5,0.9319999999999999,0.0,Cash,769.9739345,0
297,11648,29,212.8932346,1,4.0,0.353,0.0,Bank Transfer,212.8932346,2
298,11663,65,19.04364533,1,1.0,0.21050000000000002,0.0,Bank Transfer,19.04364533,2
299,11664,22,350.3891475,1,4.0,0.50675,0.0,Credit Card,350.3891475,1
300,11667,60,448.9023956,1,5.0,0.5972500000000001,0.0,Cash,448.9023956,1
301,11678,36,172.2947692,1,5.0,0.324,0.0,PayPal,172.2947692,2
302,11679,39,299.1570469,1,1.0,0.4655,0.0,Bank Transfer,299.1570469,1
303,11682,63,198.6702065,1,1.0,0.34325000000000006,0.0,PayPal,198.6702065,2
304,11685,56,25.71112338,1,2.0,0.21625000000000003,0.0,Bank Transfer,25.71112338,2
305,11686,52,141.9425079,1,2.0,0.30175,0.0,PayPal,141.9425079,2
306,11687,53,44.79332231,1,1.0,0.23075,0.0,Cash,44.79332231,2
307,11693,23,276.9186005,2,3.0,0.688,0.0,PayPal,276.9186005,0
308,11704,41,196.97145,1,3.0,0.34225000000000005,0.0,Cash,196.97145,2
309,11707,19,337.8492083,1,5.0,0.494,0.0,Credit Card,337.8492083,1
310,11709,59,126.031037,1,3.0,0.29000000000000004,0.0,Credit Card,126.031037,2
311,11712,40,271.3356763,1,5.0,0.443,0.0,PayPal,271.3356763,1
312,11733,59,169.1638138,1,5.0,0.32125000000000004,0.0,Bank Transfer,169.1638138,2
313,11734,33,341.8234546,1,4.0,0.49775,0.0,Credit Card,341.8234546,1
314,11735,64,259.8382876,1,2.0,0.4325,0.0,Credit Card,259.8382876,1
315,11742,52,118.5807809,1,5.0,0.28425,0.0,Cash,118.5807809,2
316,11750,38,430.9992777,1,5.0,0.577,0.0,PayPal,430.9992777,1
317,11757,58,91.92596873,1,3.0,0.26525,0.0,PayPal,91.92596873,2
318,11759,25,257.54550919999997,1,1.0,0.409625,0.0,Cash,257.54550919999997,1
319,11761,43,252.6340802,1,2.0,0.38675000000000004,0.0,Credit Card,252.6340802,2
