Customer_ID,Age_first,Purchase_Amount_mean,Purchase_Amount_std,Purchase_Amount_count,Rating_mean,Rating_Std,Purchase_Date_min,Purchase_Date_max,Preferred_Payment,Discount_Sensitivity,first_purchase,last_purchase,tenure_days,purchase_frequency,recency_days,total_spent,CLV
10117,64,162.4104355,,1,3.0,,2020-02-06 04:00:00,2020-02-06 04:00:00,Credit Card,0.0,2020-02-06 04:00:00,2020-02-06 04:00:00,1,30.0,2006,162.4104355,58467.75678
10125,65,258.57411144,262.93870403563477,2,3.5,0.7071067811865476,2020-02-04 08:00:00,2020-03-14 16:00:00,Bank Transfer,0.0,2020-02-04 08:00:00,2020-03-14 16:00:00,39,1.5384615384615383,1969,517.14822288,4773.675903507692
10126,43,171.4756454,,1,2.0,,2020-02-11 23:00:00,2020-02-11 23:00:00,Bank Transfer,1.0,2020-02-11 23:00:00,2020-02-11 23:00:00,1,30.0,2000,171.4756454,61731.232344000004
10130,43,306.4850277,,1,2.0,,2020-02-24 12:00:00,2020-02-24 12:00:00,Bank Transfer,1.0,2020-02-24 12:00:00,2020-02-24 12:00:00,1,30.0,1988,306.4850277,110334.609972
10133,29,257.54550919999997,,1,3.0,,2020-01-26 03:00:00,2020-01-26 03:00:00,PayPal,0.0,2020-01-26 03:00:00,2020-01-26 03:00:00,1,30.0,2017,257.54550919999997,92716.38331199999
10137,18,381.1798132,,1,4.0,,2020-01-31 17:00:00,2020-01-31 17:00:00,Credit Card,0.0,2020-01-31 17:00:00,2020-01-31 17:00:00,1,30.0,2011,381.1798132,137224.73275199998
10140,52,493.594039914,,1,2.0,,2020-03-19 04:00:00,2020-03-19 04:00:00,Bank Transfer,0.0,2020-03-19 04:00:00,2020-03-19 04:00:00,1,30.0,1964,493.594039914,177693.85436904
10145,56,178.7725109,58.42919386329598,2,3.5,2.1213203435596424,2020-02-26 03:00:00,2020-03-21 12:00:00,Cash,0.5,2020-02-26 03:00:00,2020-03-21 12:00:00,24,2.5,1962,357.5450218,5363.175327
10153,29,257.54550919999997,,1,1.0,,2020-02-21 04:00:00,2020-02-21 04:00:00,PayPal,1.0,2020-02-21 04:00:00,2020-02-21 04:00:00,1,30.0,1991,257.54550919999997,92716.38331199999
10154,43,85.44732357,,1,3.0,,2020-01-14 23:00:00,2020-01-14 23:00:00,Bank Transfer,1.0,2020-01-14 23:00:00,2020-01-14 23:00:00,1,30.0,2028,85.44732357,30761.0364852
10158,21,224.6188965,,1,2.0,,2020-03-10 11:00:00,2020-03-10 11:00:00,PayPal,0.0,2020-03-10 11:00:00,2020-03-10 11:00:00,1,30.0,1973,224.6188965,80862.80274
10161,56,287.9099131,,1,4.0,,2020-01-03 16:00:00,2020-01-03 16:00:00,Bank Transfer,0.0,2020-01-03 16:00:00,2020-01-03 16:00:00,1,30.0,2040,287.9099131,103647.56871599998
10189,49,175.5004337,,1,5.0,,2020-01-02 05:00:00,2020-01-02 05:00:00,Credit Card,0.0,2020-01-02 05:00:00,2020-01-02 05:00:00,1,30.0,2041,175.5004337,63180.156132000004
10190,35,435.4787422,,1,5.0,,2020-01-14 02:00:00,2020-01-14 02:00:00,Credit Card,0.0,2020-01-14 02:00:00,2020-01-14 02:00:00,1,30.0,2029,435.4787422,156772.34719200002
10197,62,315.6337003,,1,1.0,,2020-01-09 10:00:00,2020-01-09 10:00:00,Credit Card,0.0,2020-01-09 10:00:00,2020-01-09 10:00:00,1,30.0,2034,315.6337003,113628.13210799999
10202,32,161.9721383,,1,2.0,,2020-01-09 02:00:00,2020-01-09 02:00:00,Bank Transfer,1.0,2020-01-09 02:00:00,2020-01-09 02:00:00,1,30.0,2034,161.9721383,58309.969788
10206,43,121.1813759,,1,5.0,,2020-01-06 00:00:00,2020-01-06 00:00:00,Cash,0.0,2020-01-06 00:00:00,2020-01-06 00:00:00,1,30.0,2037,121.1813759,43625.295324000006
10207,51,170.301195875,123.3820911441427,2,2.5,0.7071067811865476,2020-03-09 00:00:00,2020-03-24 06:00:00,Bank Transfer,0.0,2020-03-09 00:00:00,2020-03-24 06:00:00,15,4.0,1959,340.60239175,8174.457402
10213,56,430.594467,,1,5.0,,2020-03-07 02:00:00,2020-03-07 02:00:00,Cash,0.0,2020-03-07 02:00:00,2020-03-07 02:00:00,1,30.0,1976,430.594467,155014.00812
10224,40,388.0577641,,1,3.0,,2020-02-06 13:00:00,2020-02-06 13:00:00,Cash,0.0,2020-02-06 13:00:00,2020-02-06 13:00:00,1,30.0,2006,388.0577641,139700.79507599998
10225,29,257.54550919999997,,1,1.0,,2020-01-13 01:00:00,2020-01-13 01:00:00,PayPal,0.0,2020-01-13 01:00:00,2020-01-13 01:00:00,1,30.0,2030,257.54550919999997,92716.38331199999
10232,21,242.1661331,,1,5.0,,2020-02-04 16:00:00,2020-02-04 16:00:00,Cash,0.0,2020-02-04 16:00:00,2020-02-04 16:00:00,1,30.0,2008,242.1661331,87179.80791599999
10235,61,440.5618161,,1,4.0,,2020-02-07 20:00:00,2020-02-07 20:00:00,Cash,1.0,2020-02-07 20:00:00,2020-02-07 20:00:00,1,30.0,2004,440.5618161,158602.25379599998
10249,42,114.8275536,,1,3.0,,2020-01-30 04:00:00,2020-01-30 04:00:00,Cash,0.0,2020-01-30 04:00:00,2020-01-30 04:00:00,1,30.0,2013,114.8275536,41337.919296
10255,27,233.3105489,,1,1.0,,2020-01-28 05:00:00,2020-01-28 05:00:00,Credit Card,0.0,2020-01-28 05:00:00,2020-01-28 05:00:00,1,30.0,2015,233.3105489,83991.79760399999
10260,38,91.28018308,,1,2.0,,2020-02-07 03:00:00,2020-02-07 03:00:00,Credit Card,1.0,2020-02-07 03:00:00,2020-02-07 03:00:00,1,30.0,2005,91.28018308,32860.8659088
10262,33,455.0466918,,1,2.0,,2020-01-10 18:00:00,2020-01-10 18:00:00,PayPal,0.0,2020-01-10 18:00:00,2020-01-10 18:00:00,1,30.0,2032,455.0466918,163816.809048
10269,27,240.422003,,1,1.0,,2020-03-12 16:00:00,2020-03-12 16:00:00,Bank Transfer,0.0,2020-03-12 16:00:00,2020-03-12 16:00:00,1,30.0,1971,240.422003,86551.92108
10271,38,299.224149,,1,2.0,,2020-02-25 11:00:00,2020-02-25 11:00:00,Cash,0.0,2020-02-25 11:00:00,2020-02-25 11:00:00,1,30.0,1987,299.224149,107720.69364000001
10277,35,407.9973739,,1,3.0,,2020-03-02 14:00:00,2020-03-02 14:00:00,Credit Card,1.0,2020-03-02 14:00:00,2020-03-02 14:00:00,1,30.0,1981,407.9973739,146879.054604
10281,31,468.6180253,,1,1.0,,2020-03-14 01:00:00,2020-03-14 01:00:00,PayPal,0.0,2020-03-14 01:00:00,2020-03-14 01:00:00,1,30.0,1969,468.6180253,168702.489108
10294,29,257.54550919999997,,1,4.0,,2020-03-01 22:00:00,2020-03-01 22:00:00,Cash,0.0,2020-03-01 22:00:00,2020-03-01 22:00:00,1,30.0,1981,257.54550919999997,92716.38331199999
10301,57,134.5667362,,1,2.0,,2020-01-13 20:00:00,2020-01-13 20:00:00,Credit Card,1.0,2020-01-13 20:00:00,2020-01-13 20:00:00,1,30.0,2029,134.5667362,48444.025032000005
10302,45,172.461921925,202.94854496260368,2,2.0,1.4142135623730951,2020-02-03 00:00:00,2020-03-15 23:00:00,Credit Card,0.0,2020-02-03 00:00:00,2020-03-15 23:00:00,41,1.4634146341463414,1967,344.92384385,3028.5996045365855
10306,42,104.3396586,,1,3.0,,2020-03-09 20:00:00,2020-03-09 20:00:00,Credit Card,0.0,2020-03-09 20:00:00,2020-03-09 20:00:00,1,30.0,1973,104.3396586,37562.277096000005
10317,26,257.54550919999997,,1,3.0,,2020-02-29 09:00:00,2020-02-29 09:00:00,Cash,1.0,2020-02-29 09:00:00,2020-02-29 09:00:00,1,30.0,1983,257.54550919999997,92716.38331199999
10329,20,23.5395981,,1,2.0,,2020-02-22 07:00:00,2020-02-22 07:00:00,PayPal,0.0,2020-02-22 07:00:00,2020-02-22 07:00:00,1,30.0,1990,23.5395981,8474.255316
10338,36,287.2508165,,1,4.0,,2020-02-22 13:00:00,2020-02-22 13:00:00,Cash,0.0,2020-02-22 13:00:00,2020-02-22 13:00:00,1,30.0,1990,287.2508165,103410.29394
10341,69,22.18918219,,1,3.0,,2020-02-19 06:00:00,2020-02-19 06:00:00,Bank Transfer,0.0,2020-02-19 06:00:00,2020-02-19 06:00:00,1,30.0,1993,22.18918219,7988.1055884
10345,63,259.5516054,,1,5.0,,2020-02-11 10:00:00,2020-02-11 10:00:00,Credit Card,0.0,2020-02-11 10:00:00,2020-02-11 10:00:00,1,30.0,2001,259.5516054,93438.57794400002
10352,30,359.886622,,1,3.0,,2020-03-10 08:00:00,2020-03-10 08:00:00,Bank Transfer,1.0,2020-03-10 08:00:00,2020-03-10 08:00:00,1,30.0,1973,359.886622,129559.18392
10362,19,317.5732027,,1,3.0,,2020-03-01 01:00:00,2020-03-01 01:00:00,Credit Card,0.0,2020-03-01 01:00:00,2020-03-01 01:00:00,1,30.0,1982,317.5732027,114326.352972
10364,19,296.7579614,,1,3.0,,2020-02-03 06:00:00,2020-02-03 06:00:00,PayPal,1.0,2020-02-03 06:00:00,2020-02-03 06:00:00,1,30.0,2009,296.7579614,106832.86610400002
10374,33,15.0132464755,,1,3.0,,2020-03-11 16:00:00,2020-03-11 16:00:00,PayPal,0.0,2020-03-11 16:00:00,2020-03-11 16:00:00,1,30.0,1972,15.0132464755,5404.76873118
10384,69,17.52946286,,1,5.0,,2020-01-29 03:00:00,2020-01-29 03:00:00,Bank Transfer,1.0,2020-01-29 03:00:00,2020-01-29 03:00:00,1,30.0,2014,17.52946286,6310.606629599999
10390,36,64.16526856,,1,5.0,,2020-02-23 10:00:00,2020-02-23 10:00:00,Credit Card,1.0,2020-02-23 10:00:00,2020-02-23 10:00:00,1,30.0,1989,64.16526856,23099.4966816
10391,43,257.54550919999997,,1,4.0,,2020-01-05 00:00:00,2020-01-05 00:00:00,PayPal,0.0,2020-01-05 00:00:00,2020-01-05 00:00:00,1,30.0,2038,257.54550919999997,92716.38331199999
10395,49,390.616453,,1,3.0,,2020-01-22 12:00:00,2020-01-22 12:00:00,PayPal,0.0,2020-01-22 12:00:00,2020-01-22 12:00:00,1,30.0,2021,390.616453,140621.92308
10404,30,218.9574648,,1,3.0,,2020-01-29 04:00:00,2020-01-29 04:00:00,Bank Transfer,1.0,2020-01-29 04:00:00,2020-01-29 04:00:00,1,30.0,2014,218.9574648,78824.687328
10406,46,127.4088177,,1,2.0,,2020-03-18 20:00:00,2020-03-18 20:00:00,PayPal,0.0,2020-03-18 20:00:00,2020-03-18 20:00:00,1,30.0,1964,127.4088177,45867.174371999994
10412,54,485.9357556,,1,5.0,,2020-01-21 05:00:00,2020-01-21 05:00:00,Cash,0.0,2020-01-21 05:00:00,2020-01-21 05:00:00,1,30.0,2022,485.9357556,174936.872016
10417,64,223.3408041,,1,4.0,,2020-01-20 20:00:00,2020-01-20 20:00:00,PayPal,0.0,2020-01-20 20:00:00,2020-01-20 20:00:00,1,30.0,2022,223.3408041,80402.689476
10419,57,389.9047194,,1,1.0,,2020-02-10 05:00:00,2020-02-10 05:00:00,Credit Card,1.0,2020-02-10 05:00:00,2020-02-10 05:00:00,1,30.0,2002,389.9047194,140365.69898400002
10454,51,257.54550919999997,,1,2.0,,2020-03-17 12:00:00,2020-03-17 12:00:00,PayPal,0.0,2020-03-17 12:00:00,2020-03-17 12:00:00,1,30.0,1966,257.54550919999997,92716.38331199999
10458,55,321.659774,,1,3.0,,2020-03-08 23:00:00,2020-03-08 23:00:00,Credit Card,1.0,2020-03-08 23:00:00,2020-03-08 23:00:00,1,30.0,1974,321.659774,115797.51864000002
10466,23,298.3324426,,1,4.0,,2020-01-01 06:00:00,2020-01-01 06:00:00,PayPal,0.0,2020-01-01 06:00:00,2020-01-01 06:00:00,1,30.0,2042,298.3324426,107399.679336
10481,57,106.8587591,,1,5.0,,2020-02-21 03:00:00,2020-02-21 03:00:00,Cash,0.0,2020-02-21 03:00:00,2020-02-21 03:00:00,1,30.0,1991,106.8587591,38469.153276
10482,60,171.2769857,,1,5.0,,2020-03-21 17:00:00,2020-03-21 17:00:00,PayPal,1.0,2020-03-21 17:00:00,2020-03-21 17:00:00,1,30.0,1961,171.2769857,61659.714852000005
10488,61,254.6136367,,1,5.0,,2020-03-16 19:00:00,2020-03-16 19:00:00,PayPal,1.0,2020-03-16 19:00:00,2020-03-16 19:00:00,1,30.0,1966,254.6136367,91660.909212
10502,20,76.75448926,,1,1.0,,2020-01-05 19:00:00,2020-01-05 19:00:00,Credit Card,1.0,2020-01-05 19:00:00,2020-01-05 19:00:00,1,30.0,2037,76.75448926,27631.6161336
10504,43,455.3548458,,1,2.0,,2020-01-25 20:00:00,2020-01-25 20:00:00,Credit Card,1.0,2020-01-25 20:00:00,2020-01-25 20:00:00,1,30.0,2017,455.3548458,163927.744488
10512,58,129.9468643,,1,2.0,,2020-01-18 01:00:00,2020-01-18 01:00:00,Bank Transfer,0.0,2020-01-18 01:00:00,2020-01-18 01:00:00,1,30.0,2025,129.9468643,46780.87114799999
10514,69,67.55641567,,1,3.0,,2020-03-09 05:00:00,2020-03-09 05:00:00,Bank Transfer,0.0,2020-03-09 05:00:00,2020-03-09 05:00:00,1,30.0,1974,67.55641567,24320.3096412
10523,68,193.732629,,1,2.0,,2020-02-02 09:00:00,2020-02-02 09:00:00,Cash,1.0,2020-02-02 09:00:00,2020-02-02 09:00:00,1,30.0,2010,193.732629,69743.74644
10525,45,35.57067832,,1,3.0,,2020-03-11 13:00:00,2020-03-11 13:00:00,Credit Card,0.0,2020-03-11 13:00:00,2020-03-11 13:00:00,1,30.0,1972,35.57067832,12805.444195200002
10526,33,360.6814753,,1,5.0,,2020-03-05 22:00:00,2020-03-05 22:00:00,Cash,0.0,2020-03-05 22:00:00,2020-03-05 22:00:00,1,30.0,1977,360.6814753,129845.331108
10529,50,64.7821819,,1,1.0,,2020-03-11 07:00:00,2020-03-11 07:00:00,Cash,0.0,2020-03-11 07:00:00,2020-03-11 07:00:00,1,30.0,1972,64.7821819,23321.585484
10536,49,222.4750676,,1,2.0,,2020-02-13 07:00:00,2020-02-13 07:00:00,PayPal,0.0,2020-02-13 07:00:00,2020-02-13 07:00:00,1,30.0,1999,222.4750676,80091.024336
10537,65,284.0579173,,1,5.0,,2020-01-15 09:00:00,2020-01-15 09:00:00,Credit Card,0.0,2020-01-15 09:00:00,2020-01-15 09:00:00,1,30.0,2028,284.0579173,102260.850228
10539,45,281.9590769,,1,5.0,,2020-01-27 12:00:00,2020-01-27 12:00:00,Credit Card,0.0,2020-01-27 12:00:00,2020-01-27 12:00:00,1,30.0,2016,281.9590769,101505.26768400002
10545,48,347.1121705,,1,1.0,,2020-02-25 03:00:00,2020-02-25 03:00:00,Cash,1.0,2020-02-25 03:00:00,2020-02-25 03:00:00,1,30.0,1987,347.1121705,124960.38138
10552,29,237.4905459,,1,1.0,,2020-03-08 14:00:00,2020-03-08 14:00:00,PayPal,0.0,2020-03-08 14:00:00,2020-03-08 14:00:00,1,30.0,1975,237.4905459,85496.596524
10556,45,44.04519259,,1,3.0,,2020-03-01 09:00:00,2020-03-01 09:00:00,Bank Transfer,0.0,2020-03-01 09:00:00,2020-03-01 09:00:00,1,30.0,1982,44.04519259,15856.269332400001
10559,27,15.0132464755,,1,2.0,,2020-01-18 04:00:00,2020-01-18 04:00:00,Cash,0.0,2020-01-18 04:00:00,2020-01-18 04:00:00,1,30.0,2025,15.0132464755,5404.76873118
10569,48,257.54550919999997,,1,1.0,,2020-01-14 13:00:00,2020-01-14 13:00:00,PayPal,0.0,2020-01-14 13:00:00,2020-01-14 13:00:00,1,30.0,2029,257.54550919999997,92716.38331199999
10571,50,278.6198487,,1,4.0,,2020-03-02 10:00:00,2020-03-02 10:00:00,PayPal,0.0,2020-03-02 10:00:00,2020-03-02 10:00:00,1,30.0,1981,278.6198487,100303.145532
10574,42,239.70719765,155.88315892691233,2,2.0,1.4142135623730951,2020-01-16 06:00:00,2020-03-16 12:00:00,PayPal,1.0,2020-01-16 06:00:00,2020-03-16 12:00:00,60,1.0,1967,479.4143953,2993.72775018382
10575,18,493.594039914,,1,1.0,,2020-03-13 01:00:00,2020-03-13 01:00:00,Bank Transfer,1.0,2020-03-13 01:00:00,2020-03-13 01:00:00,1,30.0,1970,493.594039914,177693.85436904
10580,18,125.3809943,,1,5.0,,2020-01-18 10:00:00,2020-01-18 10:00:00,PayPal,0.0,2020-01-18 10:00:00,2020-01-18 10:00:00,1,30.0,2025,125.3809943,45137.15794799999
10583,25,59.08296986,,1,1.0,,2020-03-06 11:00:00,2020-03-06 11:00:00,PayPal,0.0,2020-03-06 11:00:00,2020-03-06 11:00:00,1,30.0,1977,59.08296986,21269.8691496
10600,55,257.54550919999997,,1,2.0,,2020-02-08 21:00:00,2020-02-08 21:00:00,Cash,1.0,2020-02-08 21:00:00,2020-02-08 21:00:00,1,30.0,2003,257.54550919999997,92716.38331199999
10606,46,257.54550919999997,,1,3.0,,2020-01-13 21:00:00,2020-01-13 21:00:00,Credit Card,0.0,2020-01-13 21:00:00,2020-01-13 21:00:00,1,30.0,2029,257.54550919999997,92716.38331199999
10614,69,459.5871163,,1,4.0,,2020-02-24 04:00:00,2020-02-24 04:00:00,Credit Card,0.0,2020-02-24 04:00:00,2020-02-24 04:00:00,1,30.0,1988,459.5871163,165451.361868
10619,41,161.681053,,1,2.0,,2020-03-13 17:00:00,2020-03-13 17:00:00,PayPal,1.0,2020-03-13 17:00:00,2020-03-13 17:00:00,1,30.0,1969,161.681053,58205.17908
10629,58,99.61794844,,1,2.0,,2020-03-12 15:00:00,2020-03-12 15:00:00,Cash,0.0,2020-03-12 15:00:00,2020-03-12 15:00:00,1,30.0,1971,99.61794844,35862.4614384
10630,30,257.54550919999997,,1,5.0,,2020-03-21 20:00:00,2020-03-21 20:00:00,Credit Card,0.0,2020-03-21 20:00:00,2020-03-21 20:00:00,1,30.0,1961,257.54550919999997,92716.38331199999
10634,26,257.54550919999997,,1,2.0,,2020-03-08 08:00:00,2020-03-08 08:00:00,Credit Card,0.0,2020-03-08 08:00:00,2020-03-08 08:00:00,1,30.0,1975,257.54550919999997,92716.38331199999
10635,66,257.54550919999997,,1,2.0,,2020-01-17 07:00:00,2020-01-17 07:00:00,PayPal,1.0,2020-01-17 07:00:00,2020-01-17 07:00:00,1,30.0,2026,257.54550919999997,92716.38331199999
10638,34,379.2169115,,1,4.0,,2020-02-03 01:00:00,2020-02-03 01:00:00,PayPal,0.0,2020-02-03 01:00:00,2020-02-03 01:00:00,1,30.0,2009,379.2169115,136518.08814
10645,27,257.54550919999997,,1,5.0,,2020-02-19 09:00:00,2020-02-19 09:00:00,Cash,0.0,2020-02-19 09:00:00,2020-02-19 09:00:00,1,30.0,1993,257.54550919999997,92716.38331199999
10659,46,62.98044271,,1,1.0,,2020-01-09 19:00:00,2020-01-09 19:00:00,Cash,0.0,2020-01-09 19:00:00,2020-01-09 19:00:00,1,30.0,2033,62.98044271,22672.9593756
10661,63,263.13121245,134.12381053800067,2,3.0,2.8284271247461903,2020-03-10 00:00:00,2020-03-24 03:00:00,Cash,0.5,2020-03-10 00:00:00,2020-03-24 03:00:00,14,4.285714285714286,1959,526.2624249,13532.462354571428
10663,62,417.3941447,,1,2.0,,2020-01-07 20:00:00,2020-01-07 20:00:00,Cash,0.0,2020-01-07 20:00:00,2020-01-07 20:00:00,1,30.0,2035,417.3941447,150261.89209200002
10666,50,328.9306304,,1,2.0,,2020-02-01 20:00:00,2020-02-01 20:00:00,PayPal,0.0,2020-02-01 20:00:00,2020-02-01 20:00:00,1,30.0,2010,328.9306304,118415.02694399998
10667,56,491.2018652,,1,3.0,,2020-01-27 05:00:00,2020-01-27 05:00:00,Bank Transfer,0.0,2020-01-27 05:00:00,2020-01-27 05:00:00,1,30.0,2016,491.2018652,176832.67147200002
10671,46,428.7577057,,1,2.0,,2020-02-01 22:00:00,2020-02-01 22:00:00,Cash,1.0,2020-02-01 22:00:00,2020-02-01 22:00:00,1,30.0,2010,428.7577057,154352.774052
10686,23,59.11184576,,1,2.0,,2020-03-03 06:00:00,2020-03-03 06:00:00,Cash,0.0,2020-03-03 06:00:00,2020-03-03 06:00:00,1,30.0,1980,59.11184576,21280.2644736
10688,21,347.205474,,1,2.0,,2020-02-14 08:00:00,2020-02-14 08:00:00,Credit Card,1.0,2020-02-14 08:00:00,2020-02-14 08:00:00,1,30.0,1998,347.205474,124993.97063999998
10698,21,305.3635209,138.51886278850387,2,4.0,0.0,2020-01-08 11:00:00,2020-01-22 10:00:00,Bank Transfer,1.0,2020-01-08 11:00:00,2020-01-22 10:00:00,13,4.615384615384615,2021,610.7270418,16912.441157538462
10699,57,105.1348213,,1,2.0,,2020-01-13 23:00:00,2020-01-13 23:00:00,Credit Card,0.0,2020-01-13 23:00:00,2020-01-13 23:00:00,1,30.0,2029,105.1348213,37848.535668
10703,38,361.9366175,,1,4.0,,2020-03-16 10:00:00,2020-03-16 10:00:00,PayPal,0.0,2020-03-16 10:00:00,2020-03-16 10:00:00,1,30.0,1967,361.9366175,130297.18230000001
10707,42,204.0519297,,1,2.0,,2020-03-23 04:00:00,2020-03-23 04:00:00,Bank Transfer,1.0,2020-03-23 04:00:00,2020-03-23 04:00:00,1,30.0,1960,204.0519297,73458.69469199999
10716,25,297.9052684,,1,3.0,,2020-01-29 20:00:00,2020-01-29 20:00:00,Credit Card,1.0,2020-01-29 20:00:00,2020-01-29 20:00:00,1,30.0,2013,297.9052684,107245.89662400002
10717,54,278.3925556,,1,1.0,,2020-01-22 18:00:00,2020-01-22 18:00:00,Bank Transfer,0.0,2020-01-22 18:00:00,2020-01-22 18:00:00,1,30.0,2020,278.3925556,100221.32001599998
10726,28,217.6096445,,1,3.0,,2020-02-27 14:00:00,2020-02-27 14:00:00,Bank Transfer,0.0,2020-02-27 14:00:00,2020-02-27 14:00:00,1,30.0,1985,217.6096445,78339.47202
10728,64,111.123464985,79.94221116101414,2,1.5,0.7071067811865476,2020-01-21 08:00:00,2020-01-22 07:00:00,Credit Card,0.0,2020-01-21 08:00:00,2020-01-22 07:00:00,1,60.0,2021,222.24692997,80008.8947892
10760,43,22.55980244,,1,2.0,,2020-02-01 08:00:00,2020-02-01 08:00:00,PayPal,0.0,2020-02-01 08:00:00,2020-02-01 08:00:00,1,30.0,2011,22.55980244,8121.5288783999995
10768,59,169.1277984,,1,4.0,,2020-02-15 07:00:00,2020-02-15 07:00:00,Credit Card,0.0,2020-02-15 07:00:00,2020-02-15 07:00:00,1,30.0,1997,169.1277984,60886.007423999996
10769,39,269.74964525,56.96860406628268,2,3.5,0.7071067811865476,2020-01-01 11:00:00,2020-03-22 10:00:00,Cash,0.5,2020-01-01 11:00:00,2020-03-22 10:00:00,80,0.75,1961,539.4992905,2993.72775018382
10770,19,157.4692806,,1,3.0,,2020-01-30 06:00:00,2020-01-30 06:00:00,Credit Card,0.0,2020-01-30 06:00:00,2020-01-30 06:00:00,1,30.0,2013,157.4692806,56688.941016
